Email id,From Name,From seniority,From Department,To Name,To seniority,To Department,Email topic,Date,Sentiment,Is opened?,Device,Within work hours,Within workdays
899,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Project Updates,3/13/2024,neutral,opened,desktop,yes,yes
900,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Sales and Marketing,3/1/2024,neutral,opened,desktop,yes,yes
901,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Internal Policies and Procedures,3/14/2024,positive,opened,desktop,yes,yes
902,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Sales and Marketing,3/26/2024,neutral,opened,mobile,yes,yes
903,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Training and Development,3/7/2024,neutral,opened,mobile,no,yes
904,Nelia Routledge,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/15/2024,neutral,unopened,mobile,yes,yes
905,Nelia Routledge,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/6/2024,neutral,opened,mobile,yes,yes
906,Nelia Routledge,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/31/2024,positive,opened,mobile,no,no
907,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Internal Policies and Procedures,3/29/2024,neutral,opened,mobile,yes,yes
908,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Meeting Scheduling,3/14/2024,positive,opened,mobile,yes,yes
909,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,3/5/2024,negative,opened,mobile,yes,yes
910,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,3/28/2024,positive,opened,desktop,yes,yes
911,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Internal Policies and Procedures,3/6/2024,neutral,opened,desktop,yes,yes
912,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,3/13/2024,positive,opened,mobile,yes,yes
913,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,3/6/2024,neutral,opened,desktop,yes,yes
914,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/13/2024,neutral,unopened,desktop,yes,yes
915,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/27/2024,positive,opened,desktop,yes,yes
916,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,3/29/2024,neutral,opened,desktop,yes,yes
917,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Project Updates,3/29/2024,neutral,opened,desktop,no,yes
918,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/29/2024,neutral,opened,desktop,yes,yes
919,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Legal Matters,3/26/2024,neutral,unopened,desktop,no,yes
920,Emmey Matoshin,Middle level management,Sales,Tades Querrard,Professional,Sales,Internal Policies and Procedures,3/7/2024,positive,opened,desktop,yes,yes
921,Emmey Matoshin,Middle level management,Sales,Tades Querrard,Professional,Sales,Sales and Marketing,3/27/2024,neutral,opened,desktop,yes,yes
922,Emmey Matoshin,Middle level management,Sales,Tades Querrard,Professional,Sales,Operational Issues,3/13/2024,neutral,opened,desktop,yes,yes
923,Emmey Matoshin,Middle level management,Sales,Tades Querrard,Professional,Sales,Legal Matters,3/11/2024,neutral,opened,mobile,yes,yes
924,Tades Querrard,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/14/2024,positive,opened,desktop,no,yes
925,Emmey Matoshin,Middle level management,Sales,Anatole Hansie,Professional,Sales,Legal Matters,3/26/2024,neutral,opened,mobile,yes,yes
926,Emmey Matoshin,Middle level management,Sales,Anatole Hansie,Professional,Sales,Sales and Marketing,3/6/2024,neutral,unopened,desktop,yes,yes
927,Emmey Matoshin,Middle level management,Sales,Anatole Hansie,Professional,Sales,Meeting Scheduling,3/7/2024,positive,opened,mobile,yes,yes
928,Emmey Matoshin,Middle level management,Sales,Anatole Hansie,Professional,Sales,Sales and Marketing,3/8/2024,positive,opened,desktop,yes,yes
929,Emmey Matoshin,Middle level management,Sales,Anatole Hansie,Professional,Sales,Meeting Scheduling,3/14/2024,neutral,opened,mobile,yes,yes
930,Anatole Hansie,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/19/2024,neutral,opened,desktop,yes,yes
931,Anatole Hansie,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,3/31/2024,neutral,opened,desktop,no,no
932,Anatole Hansie,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Technical Support,3/29/2024,neutral,opened,mobile,yes,yes
933,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Vendor Relations,3/27/2024,neutral,opened,mobile,yes,yes
934,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Sales and Marketing,3/7/2024,positive,opened,mobile,yes,yes
935,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Meeting Scheduling,3/26/2024,positive,opened,mobile,yes,yes
936,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Sales and Marketing,3/14/2024,neutral,opened,desktop,yes,yes
937,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Legal Matters,3/14/2024,neutral,opened,desktop,no,yes
938,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Operational Issues,3/22/2024,neutral,opened,mobile,yes,yes
939,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Technical Support,3/27/2024,neutral,opened,mobile,no,yes
940,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Project Updates,3/21/2024,neutral,opened,desktop,yes,yes
941,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Meeting Scheduling,3/14/2024,negative,opened,desktop,yes,yes
942,Chris Consadine,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,3/21/2024,positive,opened,desktop,yes,yes
943,Chris Consadine,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Product Development,3/19/2024,positive,opened,desktop,yes,yes
944,Chris Consadine,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/8/2024,neutral,opened,mobile,yes,yes
945,Chris Consadine,Professional,Sales,Emmey Matoshin,Middle level management,Sales,HR related topics,3/25/2024,positive,opened,desktop,no,yes
946,Chris Consadine,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/8/2024,neutral,opened,desktop,no,yes
947,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,3/12/2024,positive,opened,desktop,yes,yes
948,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,3/25/2024,negative,opened,mobile,yes,yes
949,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,3/13/2024,positive,opened,desktop,yes,yes
950,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,3/8/2024,positive,opened,desktop,yes,yes
951,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Meeting Scheduling,3/11/2024,positive,opened,desktop,yes,yes
952,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Legal Matters,3/19/2024,negative,opened,desktop,yes,yes
953,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,3/12/2024,neutral,opened,mobile,yes,yes
954,Grace Spracklin,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,3/13/2024,negative,opened,desktop,yes,yes
955,Grace Spracklin,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,3/18/2024,positive,opened,desktop,yes,yes
956,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Operational Issues,3/1/2024,neutral,opened,desktop,yes,yes
957,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Internal Policies and Procedures,3/27/2024,negative,opened,desktop,yes,yes
958,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Sales and Marketing,3/8/2024,neutral,opened,desktop,yes,yes
959,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Project Updates,3/15/2024,neutral,unopened,desktop,yes,yes
960,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Training and Development,3/13/2024,neutral,opened,desktop,yes,yes
961,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Training and Development,3/27/2024,neutral,opened,desktop,yes,yes
962,Sumner Blakeway,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,3/8/2024,neutral,opened,mobile,yes,yes
963,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Sales and Marketing,3/20/2024,neutral,opened,desktop,yes,yes
964,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Project Updates,3/29/2024,positive,opened,mobile,yes,yes
965,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Meeting Scheduling,3/8/2024,neutral,opened,desktop,yes,yes
966,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Internal Policies and Procedures,3/15/2024,negative,opened,desktop,yes,yes
967,Tades Querrard,Professional,Sales,Nelia Routledge,Professional,Sales,Sales and Marketing,3/14/2024,neutral,opened,desktop,yes,yes
968,Tades Querrard,Professional,Sales,Nelia Routledge,Professional,Sales,Operational Issues,3/13/2024,positive,opened,desktop,yes,yes
969,Tades Querrard,Professional,Sales,Nelia Routledge,Professional,Sales,Internal Policies and Procedures,3/13/2024,negative,opened,desktop,yes,yes
970,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,HR related topics,3/18/2024,neutral,opened,mobile,yes,yes
971,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,3/26/2024,neutral,opened,desktop,yes,yes
972,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,3/14/2024,neutral,opened,desktop,yes,yes
973,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,Project Updates,3/7/2024,neutral,opened,desktop,yes,yes
974,Ferdinande Stickels,Professional,Sales,Anatole Hansie,Professional,Sales,Technical Support,3/28/2024,neutral,opened,desktop,yes,yes
975,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,3/13/2024,positive,opened,desktop,yes,yes
976,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Meeting Scheduling,3/5/2024,negative,opened,desktop,yes,yes
977,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Training and Development,3/29/2024,positive,opened,mobile,yes,yes
978,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,3/18/2024,neutral,opened,desktop,yes,yes
979,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Operational Issues,3/28/2024,neutral,opened,desktop,yes,yes
980,Grace Spracklin,Professional,Sales,Grace Spracklin,Professional,Sales,Operational Issues,3/14/2024,neutral,opened,desktop,yes,yes
981,Grace Spracklin,Professional,Sales,Grace Spracklin,Professional,Sales,Security Alerts,3/22/2024,positive,opened,desktop,yes,yes
982,Grace Spracklin,Professional,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,3/7/2024,positive,opened,desktop,no,yes
983,Constancia Di Bartolomeo,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,HR related topics,3/27/2024,neutral,opened,desktop,yes,yes
984,Constancia Di Bartolomeo,C-level,Executive Management,Petronilla Mapes,Professional,Human Resources,HR related topics,3/14/2024,neutral,opened,desktop,yes,yes
985,Constancia Di Bartolomeo,C-level,Executive Management,Elbertine Dowe,Professional,Human Resources,HR related topics,3/8/2024,positive,opened,mobile,yes,yes
986,Constancia Di Bartolomeo,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Internal Policies and Procedures,3/12/2024,neutral,opened,mobile,yes,yes
987,Constancia Di Bartolomeo,C-level,Executive Management,Ozzy Jeffries,Professional,Finance and Accounting,Legal Matters,3/21/2024,neutral,unopened,desktop,yes,yes
988,Constancia Di Bartolomeo,C-level,Executive Management,Constantino FitzGilbert,Professional,Finance and Accounting,Vendor Relations,3/8/2024,negative,opened,desktop,no,yes
989,Constancia Di Bartolomeo,C-level,Executive Management,Traci Habbal,Middle level management,Marketing,HR related topics,3/25/2024,positive,opened,mobile,yes,yes
990,Constancia Di Bartolomeo,C-level,Executive Management,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,3/14/2024,positive,opened,desktop,yes,yes
991,Constancia Di Bartolomeo,C-level,Executive Management,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,3/15/2024,positive,opened,desktop,yes,yes
992,Constancia Di Bartolomeo,C-level,Executive Management,Karine Barclay,Professional,Marketing,Training and Development,3/8/2024,neutral,unopened,desktop,yes,yes
993,Constancia Di Bartolomeo,C-level,Executive Management,Petronille Jouen,Professional,Marketing,Internal Policies and Procedures,3/15/2024,positive,opened,desktop,yes,yes
994,Constancia Di Bartolomeo,C-level,Executive Management,Dorie Parradine,Professional,Marketing,Vendor Relations,3/18/2024,neutral,opened,desktop,yes,yes
995,Constancia Di Bartolomeo,C-level,Executive Management,Emmey Matoshin,Middle level management,Sales,Internal Policies and Procedures,3/15/2024,positive,opened,desktop,yes,yes
996,Constancia Di Bartolomeo,C-level,Executive Management,Nelia Routledge,Professional,Sales,Sales and Marketing,3/7/2024,positive,opened,desktop,no,yes
997,Constancia Di Bartolomeo,C-level,Executive Management,Ferdinande Stickels,Professional,Sales,Project Updates,3/14/2024,positive,opened,mobile,yes,yes
998,Constancia Di Bartolomeo,C-level,Executive Management,Tades Querrard,Professional,Sales,Vendor Relations,3/7/2024,positive,opened,desktop,yes,yes
999,Constancia Di Bartolomeo,C-level,Executive Management,Anatole Hansie,Professional,Sales,Sales and Marketing,3/27/2024,neutral,opened,desktop,yes,yes
1000,Constancia Di Bartolomeo,C-level,Executive Management,Chris Consadine,Professional,Sales,Sales and Marketing,3/29/2024,neutral,opened,desktop,yes,yes
1001,Constancia Di Bartolomeo,C-level,Executive Management,Grace Spracklin,Professional,Sales,Sales and Marketing,3/8/2024,neutral,opened,desktop,no,yes
1002,Constancia Di Bartolomeo,C-level,Executive Management,Sumner Blakeway,Professional,Sales,Meeting Scheduling,3/8/2024,positive,opened,mobile,yes,yes
1003,Constancia Di Bartolomeo,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,3/7/2024,neutral,unopened,desktop,yes,yes
1004,Constancia Di Bartolomeo,C-level,Executive Management,Reina Trobey,Professional,Information Technology (IT),Meeting Scheduling,3/12/2024,neutral,opened,mobile,yes,yes
1005,Constancia Di Bartolomeo,C-level,Executive Management,Madge Torrejon,Professional,Information Technology (IT),Training and Development,3/12/2024,positive,opened,mobile,yes,yes
1006,Constancia Di Bartolomeo,C-level,Executive Management,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/7/2024,neutral,opened,desktop,yes,yes
1007,Constancia Di Bartolomeo,C-level,Executive Management,Katina Darter,Professional,Information Technology (IT),Technical Support,3/27/2024,negative,opened,desktop,yes,yes
1008,Constancia Di Bartolomeo,C-level,Executive Management,Lynett Amy,Professional,Information Technology (IT),Security Alerts,3/8/2024,positive,opened,desktop,yes,yes
1009,Constancia Di Bartolomeo,C-level,Executive Management,Mata McGifford,Middle level management,Customer Service,Meeting Scheduling,3/27/2024,neutral,opened,mobile,yes,yes
1010,Constancia Di Bartolomeo,C-level,Executive Management,Mort De Benedictis,Professional,Customer Service,Internal Policies and Procedures,3/1/2024,neutral,opened,mobile,yes,yes
1011,Constancia Di Bartolomeo,C-level,Executive Management,Tamara Brewitt,Professional,Customer Service,Client Related Communication,3/1/2024,neutral,opened,desktop,yes,yes
1012,Constancia Di Bartolomeo,C-level,Executive Management,Edithe Cinnamond,Professional,Customer Service,Training and Development,3/12/2024,neutral,unopened,desktop,yes,yes
1013,Constancia Di Bartolomeo,C-level,Executive Management,Morly Finey,Professional,Customer Service,Operational Issues,3/6/2024,negative,opened,desktop,yes,yes
1014,Constancia Di Bartolomeo,C-level,Executive Management,Angie Penticost,Professional,Customer Service,Client Related Communication,3/18/2024,positive,opened,desktop,yes,yes
1015,Constancia Di Bartolomeo,C-level,Executive Management,Maribelle Oliver,Professional,Customer Service,Internal Policies and Procedures,3/1/2024,neutral,opened,desktop,no,yes
1016,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,3/28/2024,neutral,opened,desktop,yes,yes
1017,Constancia Di Bartolomeo,C-level,Executive Management,Faythe Vassel,Professional,Legal,Legal Matters,3/29/2024,neutral,opened,desktop,no,yes
1018,Constancia Di Bartolomeo,C-level,Executive Management,Maurine Golding,Professional,Legal,Product Development,3/14/2024,negative,opened,desktop,yes,yes
1019,Constancia Di Bartolomeo,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Internal Policies and Procedures,3/31/2024,neutral,opened,desktop,no,no
1020,Constancia Di Bartolomeo,C-level,Executive Management,Rodrique Coulston,Professional,Product development,Internal Policies and Procedures,3/11/2024,neutral,opened,desktop,yes,yes
1021,Constancia Di Bartolomeo,C-level,Executive Management,Lisette Loweth,Professional,Product development,Product Development,3/7/2024,neutral,opened,desktop,yes,yes
1022,Constancia Di Bartolomeo,C-level,Executive Management,Minette Southard,Professional,Product development,Sales and Marketing,3/13/2024,positive,opened,mobile,yes,yes
1023,Constancia Di Bartolomeo,C-level,Executive Management,Theressa Tuddall,Professional,Product development,Product Development,3/27/2024,negative,unopened,mobile,yes,yes
1024,Constancia Di Bartolomeo,C-level,Executive Management,Oran Benge,Professional,Product development,Sales and Marketing,3/13/2024,positive,opened,desktop,yes,yes
1025,Constancia Di Bartolomeo,C-level,Executive Management,Maggy Putson,Professional,Product development,Operational Issues,3/18/2024,neutral,unopened,desktop,yes,yes
1026,Constancia Di Bartolomeo,C-level,Executive Management,Barry Goundsy,Professional,Product development,HR related topics,3/13/2024,neutral,opened,desktop,no,yes
1027,Petronilla Mapes,Professional,Human Resources,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/7/2024,positive,opened,desktop,yes,yes
1028,Elbertine Dowe,Professional,Human Resources,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/14/2024,neutral,opened,desktop,yes,yes
1029,Ozzy Jeffries,Professional,Finance and Accounting,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/11/2024,neutral,opened,mobile,yes,yes
1030,Constantino FitzGilbert,Professional,Finance and Accounting,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/21/2024,positive,opened,desktop,yes,yes
1031,Lazarus O'Halleghane,Professional,Marketing,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/18/2024,positive,opened,mobile,no,yes
1032,Karine Barclay,Professional,Marketing,Reina Trobey,Professional,Information Technology (IT),Operational Issues,3/18/2024,neutral,opened,desktop,yes,yes
1033,Nelia Routledge,Professional,Sales,Reina Trobey,Professional,Information Technology (IT),Project Updates,3/18/2024,neutral,unopened,desktop,yes,yes
1034,Ferdinande Stickels,Professional,Sales,Reina Trobey,Professional,Information Technology (IT),Meeting Scheduling,3/21/2024,neutral,opened,desktop,yes,yes
1035,Tades Querrard,Professional,Sales,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/14/2024,neutral,opened,desktop,yes,yes
1036,Mata McGifford,Middle level management,Customer Service,Reina Trobey,Professional,Information Technology (IT),Training and Development,3/1/2024,positive,opened,desktop,yes,yes
1037,Mort De Benedictis,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Project Updates,3/13/2024,negative,opened,desktop,yes,yes
1038,Tamara Brewitt,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Meeting Scheduling,3/1/2024,neutral,opened,mobile,yes,yes
1039,Edithe Cinnamond,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/29/2024,neutral,opened,desktop,yes,yes
1040,Morly Finey,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/22/2024,positive,opened,desktop,yes,yes
1041,Angie Penticost,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/29/2024,neutral,opened,mobile,yes,yes
1042,Maribelle Oliver,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/25/2024,neutral,opened,desktop,yes,yes
1043,Rodrique Coulston,Professional,Product development,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/14/2024,neutral,opened,desktop,yes,yes
1044,Lisette Loweth,Professional,Product development,Reina Trobey,Professional,Information Technology (IT),Operational Issues,3/5/2024,positive,opened,desktop,yes,yes
1045,Jeannie Moggan,Middle level management,Legal,Reina Trobey,Professional,Information Technology (IT),Technical Support,3/14/2024,neutral,opened,desktop,yes,yes
1046,Faythe Vassel,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Project Updates,3/28/2024,neutral,opened,mobile,yes,yes
1047,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Operational Issues,3/7/2024,positive,opened,desktop,yes,yes
1048,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Legal Matters,3/26/2024,neutral,opened,desktop,yes,yes
1049,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/2/2024,neutral,opened,desktop,no,no
1050,Maurine Golding,Professional,Legal,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/14/2024,positive,opened,desktop,yes,yes
1051,Mort De Benedictis,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/21/2024,neutral,opened,desktop,no,yes
1052,Tamara Brewitt,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/13/2024,neutral,opened,desktop,yes,yes
1053,Edithe Cinnamond,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/12/2024,neutral,opened,desktop,yes,yes
1054,Morly Finey,Professional,Customer Service,Marilyn Seeman,Professional,Information Technology (IT),Internal Policies and Procedures,3/31/2024,neutral,opened,desktop,no,no
1055,Tades Querrard,Professional,Sales,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/26/2024,neutral,unopened,desktop,yes,yes
1056,Anatole Hansie,Professional,Sales,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/27/2024,neutral,opened,desktop,yes,yes
1057,Chris Consadine,Professional,Sales,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/13/2024,neutral,opened,desktop,no,yes
1058,Karine Barclay,Professional,Marketing,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/13/2024,neutral,opened,desktop,yes,yes
1059,Petronille Jouen,Professional,Marketing,Marilyn Seeman,Professional,Information Technology (IT),Operational Issues,3/14/2024,neutral,opened,desktop,yes,yes
1060,Dorie Parradine,Professional,Marketing,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,3/31/2024,neutral,opened,desktop,no,no
1061,Marilyn Seeman,Professional,Information Technology (IT),Faythe Vassel,Professional,Legal,Legal Matters,3/8/2024,neutral,opened,mobile,yes,yes
1062,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Legal Matters,3/8/2024,neutral,opened,mobile,yes,yes
1063,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Technical Support,3/27/2024,positive,opened,desktop,yes,yes
1064,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Technical Support,3/26/2024,positive,opened,desktop,yes,yes
1065,Marilyn Seeman,Professional,Information Technology (IT),Maurine Golding,Professional,Legal,Legal Matters,3/14/2024,neutral,opened,desktop,yes,yes
1066,Marilyn Seeman,Professional,Information Technology (IT),Mort De Benedictis,Professional,Customer Service,Training and Development,3/27/2024,neutral,opened,desktop,yes,yes
1067,Marilyn Seeman,Professional,Information Technology (IT),Tamara Brewitt,Professional,Customer Service,Security Alerts,3/29/2024,positive,opened,desktop,yes,yes
1068,Marilyn Seeman,Professional,Information Technology (IT),Edithe Cinnamond,Professional,Customer Service,Technical Support,3/5/2024,neutral,opened,mobile,yes,yes
1069,Marilyn Seeman,Professional,Information Technology (IT),Morly Finey,Professional,Customer Service,Meeting Scheduling,3/14/2024,neutral,opened,desktop,yes,yes
1070,Marilyn Seeman,Professional,Information Technology (IT),Tades Querrard,Professional,Sales,Technical Support,3/31/2024,neutral,opened,desktop,no,no
1071,Marilyn Seeman,Professional,Information Technology (IT),Anatole Hansie,Professional,Sales,Internal Policies and Procedures,3/1/2024,negative,opened,desktop,yes,yes
1072,Marilyn Seeman,Professional,Information Technology (IT),Chris Consadine,Professional,Sales,Technical Support,3/2/2024,positive,opened,desktop,no,no
1073,Marilyn Seeman,Professional,Information Technology (IT),Karine Barclay,Professional,Marketing,Technical Support,3/20/2024,positive,opened,desktop,yes,yes
1074,Marilyn Seeman,Professional,Information Technology (IT),Petronille Jouen,Professional,Marketing,Technical Support,3/28/2024,neutral,opened,desktop,yes,yes
1075,Marilyn Seeman,Professional,Information Technology (IT),Dorie Parradine,Professional,Marketing,Technical Support,3/25/2024,positive,opened,desktop,yes,yes
1076,Reina Trobey,Professional,Information Technology (IT),Petronilla Mapes,Professional,Human Resources,HR related topics,3/8/2024,neutral,unopened,desktop,yes,yes
1077,Reina Trobey,Professional,Information Technology (IT),Elbertine Dowe,Professional,Human Resources,Internal Policies and Procedures,3/28/2024,neutral,opened,mobile,yes,yes
1078,Reina Trobey,Professional,Information Technology (IT),Ozzy Jeffries,Professional,Finance and Accounting,Project Updates,3/6/2024,neutral,opened,desktop,yes,yes
1079,Reina Trobey,Professional,Information Technology (IT),Constantino FitzGilbert,Professional,Finance and Accounting,Technical Support,3/15/2024,neutral,opened,desktop,yes,yes
1080,Reina Trobey,Professional,Information Technology (IT),Lazarus O'Halleghane,Professional,Marketing,Meeting Scheduling,3/27/2024,neutral,opened,desktop,yes,yes
1081,Reina Trobey,Professional,Information Technology (IT),Karine Barclay,Professional,Marketing,Technical Support,3/14/2024,neutral,opened,desktop,yes,yes
1082,Reina Trobey,Professional,Information Technology (IT),Nelia Routledge,Professional,Sales,Internal Policies and Procedures,3/1/2024,positive,opened,mobile,yes,yes
1083,Reina Trobey,Professional,Information Technology (IT),Ferdinande Stickels,Professional,Sales,Training and Development,3/7/2024,positive,opened,desktop,no,yes
1084,Reina Trobey,Professional,Information Technology (IT),Tades Querrard,Professional,Sales,Meeting Scheduling,3/14/2024,neutral,opened,desktop,yes,yes
1085,Reina Trobey,Professional,Information Technology (IT),Mata McGifford,Middle level management,Customer Service,Operational Issues,3/14/2024,neutral,opened,desktop,yes,yes
1086,Reina Trobey,Professional,Information Technology (IT),Mort De Benedictis,Professional,Customer Service,Technical Support,3/31/2024,neutral,unopened,desktop,no,no
1087,Reina Trobey,Professional,Information Technology (IT),Tamara Brewitt,Professional,Customer Service,Technical Support,3/6/2024,neutral,opened,desktop,yes,yes
1088,Reina Trobey,Professional,Information Technology (IT),Edithe Cinnamond,Professional,Customer Service,Training and Development,3/6/2024,neutral,opened,desktop,yes,yes
